num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2025S062238;26/05/2025;21:20:00;CALL. BRAVO MURILLO / CALL. SAN GERMAN;206;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;440525;4478763;N;
2025S062430;27/05/2025;12:00:00;CMNO. ROMEROS, 0;0;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Más de 74 años;Hombre;2;Ingreso inferior o igual a 24 horas;437454;4474955;N;
2025S062430;27/05/2025;12:00:00;CMNO. ROMEROS, 0;0;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 10 a 14 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437454;4474955;N;
2025S062564;27/05/2025;15:50:00;CALL. GALILEO, 108;108;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439795;4476818;N;
2025S062567;27/05/2025;17:25:00;CALL. ALCALA / PLAZA. CIBELES;48;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441167;4474524;N;
2025S062572;27/05/2025;16:00:00;AVDA. GRAN VIA DE SAN FRANCISCO, 7;7;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;439522;4473319;N;
2025S062864;28/05/2025;9:00:00;CALL. PRINCIPE DE VERGARA, 103;103;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;442404;4476631;N;
2025S062865;28/05/2025;8:00:00;PASEO. EMBARCADERO, 1;1;9;MONCLOA-ARAVACA;Atropello a animal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Mujer;14;Sin asistencia sanitaria;438257;4474443;N;
2025S063017;28/05/2025;14:15:00;CALL. CONDE DE TORRALBA / CALL. MANUEL CALDEIRO;1;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;;;441906;4480878;N;
2025S063036;28/05/2025;16:00:00;PLAZA. EMPERADOR CARLOS V / PASEO. PRADO;1;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;;;441270;4473386;N;
2025S063054;28/05/2025;20:00:00;CALL. TOLEDO, 47;47;1;CENTRO;Colisión lateral;;Bicicleta;Conductor;De 50 a 54 años;Hombre;;;439937;4473730;N;
2025S063382;29/05/2025;16:40:00;CALL. TOLEDO / CALL. SANTA CASILDA;134B;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439534;4472931;N;
2025S063486;29/05/2025;18:05:00;CALL. ALCALA / CALL. VAZQUEZ DE MELLA;402;15;CIUDAD LINEAL;Colisión lateral;;Bicicleta;Conductor;De 15 a 17 años;Hombre;;;445718;4476457;N;
2025S063755;30/05/2025;12:55:00;CALL. PADRE LLANOS, 1;1;13;PUENTE DE VALLECAS;Colisión frontal;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;444430;4469288;N;
2025S063792;30/05/2025;16:33:00;CALL. TOLOSA / AVDA. POBLADOS;6;12;USERA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;;;439074;4469452;N;
2025S063910;30/05/2025;19:45:00;CALL. ATOCHA, 6;6;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;440172;4474021;N;
2025S064121;31/05/2025;2:35:00;CALL. ALCALA, 399;399;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445642;4476419;N;
2025S064183;31/05/2025;4:10:00;CALL. VIDAUBA / CALL. RAFAEL FINAT;1;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;435151;4470627;N;
2025S064345;31/05/2025;9:29:00;CALL. O'DONNELL, 2;2;3;RETIRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442211;4474748;N;
2025S064354;31/05/2025;12:17:00;CALL. NUESTRA SEÑORA DE VALVERDE, 33;33;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;441775;4482752;N;
2025S064354;31/05/2025;12:17:00;CALL. NUESTRA SEÑORA DE VALVERDE, 33;33;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Mujer;1;Atención en urgencias sin posterior ingreso;441775;4482752;N;
2025S064356;31/05/2025;11:30:00;ANILLLO CICLISTA KM 48.300;2;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;1;Atención en urgencias sin posterior ingreso;436698;4478361;N;
2025S064356;31/05/2025;11:30:00;ANILLLO CICLISTA KM 48.300;2;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 15 a 17 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;436698;4478361;N;
2025S064359;31/05/2025;14:35:00;CALL. ALCALDE LUIS MARICHALAR, 3;3;14;MORATALAZ;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;;;444095;4473630;N;
2025S064453;31/05/2025;23:30:00;CALL. ARMADA ESPAÑOLA / PASEO. RECOLETOS;1;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;441427;4475124;N;
2025S064605;01/06/2025;2:35:00;AVDA. LAS FUERZAS ARMADAS, 174;174;16;HORTALEZA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Mujer;2;Ingreso inferior o igual a 24 horas;446692;4481695;N;
2025S064699;01/06/2025;9:00:00;CMNO. PERALES, 12;12;12;USERA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441196;4470462;N;
2025S064704;01/06/2025;9:30:00;PASEO. MELANCOLICOS, 79;79;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439122;4472552;N;
2025S064846;01/06/2025;12:29:00;PASEO. CAMOENS Y VALERO, 6  FAROLA 18;6;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;;;438480;4475808;N;
2025S064846;01/06/2025;12:29:00;PASEO. CAMOENS Y VALERO, 6  FAROLA 18;6;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Bicicleta;Peatón;De 60 a 64 años;Hombre;;;438480;4475808;N;
2025S064877;01/06/2025;15:23:00;PASEO. ALBERTO PALACIOS, 45;45;17;VILLAVERDE;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;439137;4466106;N;
2025S065235;02/06/2025;14:50:00;AVDA. MENENDEZ PELAYO, 9;9;3;RETIRO;Alcance;;Bicicleta;Conductor;De 50 a 54 años;Mujer;;;442318;4474749;N;
2025S065253;01/06/2025;21:45:00;PLAZA. SANTA BARBARA, 3;3;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440940;4475413;S;
2025S065334;02/06/2025;20:05:00;PLAZA. MORERAS, 1;1;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;437761;4475172;N;
2025S065334;02/06/2025;20:05:00;PLAZA. MORERAS, 1;1;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437761;4475172;N;
2025S065363;02/06/2025;21:00:00;CALL. CAMPO DE LA TORRE, 9;9;19;VICÁLVARO;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;2;Ingreso inferior o igual a 24 horas;448546;4472062;N;
2025S065585;03/06/2025;12:45:00;CALL. ANTONIO DE LEYVA / CALL. FUENLABRADA;4;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439297;4472020;N;
2025S065656;03/06/2025;16:05:00;AVDA. MANZANARES, 40;40;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438644;4473041;N;
2025S065656;03/06/2025;16:05:00;AVDA. MANZANARES, 40;40;10;LATINA;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438644;4473041;N;
2025S065680;03/06/2025;18:46:00;PASEO. YESERIAS / CALL. ARGANDA;65;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;14;Sin asistencia sanitaria;440273;4472057;N;
2025S065785;03/06/2025;19:10:00;CALL. PRINCIPE DE VERGARA / CALL. DON RAMON DE LA CRUZ;42;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;;;442341;4475588;N;
2025S065848;03/06/2025;20:45:00;CALL. BRAVO MURILLO, 159;159;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440367;4478168;N;
2025S065865;03/06/2025;23:30:00;PLAZA. CATALUÑA, 1;1;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;442474;4477785;N;
2025S066136;04/06/2025;13:30:00;PASEO. CASTELLANA, 185;185;6;TETUÁN;Atropello a persona;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;441509;4479435;N;
2025S066136;04/06/2025;13:30:00;PASEO. CASTELLANA, 185;185;6;TETUÁN;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;441509;4479435;N;
2025S066335;04/06/2025;17:45:00;CALL. SIERRA TOLEDANA, 17;17;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443968;4472501;N;
2025S066418;04/06/2025;20:46:00;PTA. RODAJOS, 0;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;434686;4473790;N;
2025S066625;05/06/2025;8:20:00;AVDA. SAN DIEGO / CALL. MANUEL MAROTO;49;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Mujer;1;Atención en urgencias sin posterior ingreso;443185;4471023;N;
2025S066659;05/06/2025;10:55:00;VÍA CARPETANA 2;43;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438037;4472670;N;
2025S066711;05/06/2025;10:00:00;CALL. TOLEDO, 53;53;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439916;4473677;N;
2025S066777;05/06/2025;15:10:00;CALL. FERNAN GONZALEZ, 37;37;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;2;Ingreso inferior o igual a 24 horas;442786;4474698;N;
2025S066808;05/06/2025;14:15:00;PLAZA. ESPAÑA, 19;19;1;CENTRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;;;439638;4475074;N;
2025S066934;05/06/2025;19:40:00;PASEO PUERTA DEL ANGEL, 3;3;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;438006;4474095;N;
2025S066961;05/06/2025;19:00:00;CALL. ANTONIO MAURA / CALL. RUIZ DE ALARCON;3;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441373;4474217;N;
2025S067062;05/06/2025;22:30:00;PASEO. INFANTA ISABEL, 3;3;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;;;441456;4473204;N;
2025S067063;05/06/2025;21:50:00;AVDA. MANZANARES, 30;30;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;438662;4473142;N;
2025S067296;06/06/2025;16:00:00;PASEO YESERIAS CON CALLE ARGANDA;65;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 10 a 14 años;Hombre;1;Atención en urgencias sin posterior ingreso;440236;4472056;N;
2025S067299;06/06/2025;16:15:00;CTRA. CANILLAS, 106;106;16;HORTALEZA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;445405;4479478;N;
2025S067329;06/06/2025;16:00:00;CALL. MARIA DEL CARMEN, 64;64;10;LATINA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;437811;4473036;N;
2025S067412;06/06/2025;20:30:00;PASEO. TORRECILLA / PASEO. MARIA TERESA;4;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;14;Sin asistencia sanitaria;437763;4474690;N;
2025S067502;06/06/2025;23:00:00;CTRA. ZOO, 3;3;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;435552;4473562;N;
2025S067601;07/06/2025;7:10:00;CALL. CERRO DE LA PLATA, 2;2;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;442766;4472453;S;
2025S067650;07/06/2025;14:10:00;CALL. BRAVO MURILLO, 344;344;6;TETUÁN;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;;;441121;4479576;N;
2025S067651;07/06/2025;14:40:00;CALL. SEGOVIA, 21;21;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;;;439498;4473944;N;
2025S067667;07/06/2025;15:00:00;CALL. SIERRA MOLINA / CALL. SIERRA DE ALQUIFE;7;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;443405;4471135;N;
2025S067679;07/06/2025;18:45:00;PASEO. DELICIAS / PLAZA. EMPERADOR CARLOS V;1;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441180;4473182;N;
2025S067779;07/06/2025;14:05:00;CALL. CARAMUEL / CALL. SEPULVEDA;96;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;438034;4473141;N;
2025S067781;08/06/2025;8:17:00;PASEO. EMBARCADERO, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;437962;4474282;N;
2025S067793;08/06/2025;9:15:00;CALL. SOFIA / AVDA. CANILLEJAS A VICALVARO;7;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;448253;4474416;N;
2025S067793;08/06/2025;9:15:00;CALL. SOFIA / AVDA. CANILLEJAS A VICALVARO;7;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;448253;4474416;N;
2025S067810;08/06/2025;12:00:00;CMNO. PRINCIPE, 2;2;9;MONCLOA-ARAVACA;Solo salida de la vía;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;437150;4475039;N;
2025S067827;08/06/2025;15:10:00;CUSTA. VEGA, 1;1;1;CENTRO;Otro;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;439204;4474003;N;
2025S067839;08/06/2025;19:25:00;RONDA. TOLEDO, 14;14;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Mujer;2;Ingreso inferior o igual a 24 horas;439929;4473050;N;
2025S067841;08/06/2025;20:08:00;CALL. ATOCHA / CALL. SANTA INES;2;1;CENTRO;Choque contra obstáculo fijo;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;441018;4473535;S;
2025S067844;08/06/2025;21:15:00;CALL. EDUARDO BARREIROS / CALL. EL LUCERO DEL ALBA;102;17;VILLAVERDE;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440384;4467868;N;
2025S067856;08/06/2025;22:40:00;CALL. ATOCHA, 118;118;1;CENTRO;Alcance;;Bicicleta;Conductor;De 65 a 69 años;Hombre;14;Sin asistencia sanitaria;441203;4473432;N;
2025S067861;08/06/2025;22:32:00;CALL. GRAN VIA, 3;3;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;14;Sin asistencia sanitaria;440753;4474537;S;
2025S067861;08/06/2025;22:32:00;CALL. GRAN VIA, 3;3;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440753;4474537;N;
2025S067861;08/06/2025;22:32:00;CALL. GRAN VIA, 3;3;1;CENTRO;Atropello a persona;Despejado;Bicicleta;Peatón;Más de 74 años;Mujer;1;Atención en urgencias sin posterior ingreso;440753;4474537;N;
2025S068219;09/06/2025;18:45:00;PASEO. PUERTA DEL ANGEL, 1;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437413;4474614;N;
2025S068521;10/06/2025;8:50:00;CASA DE CAMPO;1;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;435960;4474914;N;
2025S068739;08/06/2025;20:01:00;ANILLO VERDE CICLISTA KM 38;24;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;435121;4472418;N;
2025S068957;11/06/2025;12:33:00;CALL. REAL DE ARGANDA / CALL. GAVIA SECA;17;18;VILLA DE VALLECAS;Colisión fronto-lateral;Nublado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;447413;4470075;N;
2025S069020;11/06/2025;17:00:00;CALL. ESTUDIOS, 14;14;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;2;Ingreso inferior o igual a 24 horas;439992;4473690;N;
2025S069020;11/06/2025;17:00:00;CALL. ESTUDIOS, 14;14;1;CENTRO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Peatón;De 50 a 54 años;Hombre;3;Ingreso superior a 24 horas;439992;4473690;N;
2025S069271;12/06/2025;0:12:00;CALL. BRAVO MURILLO / CALL. LINO;260;6;TETUÁN;Alcance;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;;;440765;4479071;N;
2025S069281;11/06/2025;22:10:00;CALL. BOLTAÑA / CALL. BARBASTRO;78;20;SAN BLAS-CANILLEJAS;Caída;Nublado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;448157;4477495;N;
2025S069359;12/06/2025;11:35:00;PLAZA. SAGRADOS CORAZONES, 1;1;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;441811;4478113;N;
2025S069715;12/06/2025;19:58:00;CALL. ELOY GONZALO / CALL. SANTA ENGRACIA;40;7;CHAMBERÍ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;2;Ingreso inferior o igual a 24 horas;440707;4476262;N;
2025S069731;12/06/2025;22:30:00;AVDA. DAROCA / AUTOV. M-40;327;19;VICÁLVARO;Alcance;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;447644;4473367;N;
2025S070011;13/06/2025;18:50:00;AVDA. MIGUEL HERNANDEZ, 114;114;13;PUENTE DE VALLECAS;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;444942;4470141;N;
2025S070488;14/06/2025;13:45:00;CALL. FERNANDO POO / CALL. DIVINO VALLES;5;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440604;4472005;N;
2025S070488;14/06/2025;13:45:00;CALL. FERNANDO POO / CALL. DIVINO VALLES;5;2;ARGANZUELA;Atropello a persona;Despejado;Bicicleta;Peatón;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440604;4472005;N;
2025S070491;14/06/2025;14:00:00;CALL. EL ESCORIAL, 4;4;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;1;Atención en urgencias sin posterior ingreso;440381;4475028;N;
2025S070791;15/06/2025;10:30:00;CALL. VOLUNTARIOS CATALANES / CALL. NUESTRA SEÑORA DE LOS DOLORES;28;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Mujer;3;Ingreso superior a 24 horas;440318;4479682;N;
2025S070823;15/06/2025;11:20:00;CALL. REAL DE ARGANDA, 74;74;18;VILLA DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;448712;4469686;N;
2025S070855;15/06/2025;11:50:00;CMNO. TOMATEROS, 20;20;18;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443927;4466959;N;
2025S070879;15/06/2025;13:35:00;CALL. TABATINGA / CALL. ALEGRIA DE ORIA;11;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446312;4477233;N;
2025S070886;15/06/2025;15:00:00;AVDA. DOCTOR FEDERICO RUBIO Y GALI / CALL. SAN RAIMUNDO;41;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439848;4478139;N;
2025S070970;15/06/2025;20:35:00;CALL. ARIEL / CALL. EROS;7;2;ARGANZUELA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442343;4471605;N;
2025S071055;16/06/2025;6:30:00;AVDA. POBLADOS / CALL. SALVADOR VICENTE MARTIN;110;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;437900;4469447;S;
2025S071328;16/06/2025;18:00:00;CALL. O'DONNELL / CALL. FERNAN GONZALEZ;45;4;SALAMANCA;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;442791;4474760;N;
2025S071407;16/06/2025;23:30:00;RONDA. TOLEDO / GTA. EMBAJADORES;1;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;440333;4472969;N;
2025S071408;09/06/2025;8:45:00;AVDA. SANTA EUGENIA / CALL. CERRO DE ALMODOVAR;1;18;VILLA DE VALLECAS;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;448609;4470850;N;
2025S071493;17/06/2025;10:10:00;CALL. SERRANO / CALL. SEGRE;187;5;CHAMARTÍN;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442148;4477970;N;
2025S071764;17/06/2025;15:35:00;CALL. GENERAL LACY / CALL. RAMIREZ DE PRADO;58;2;ARGANZUELA;Caída;Nublado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;2;Ingreso inferior o igual a 24 horas;441343;4472363;N;
2025S071765;17/06/2025;19:30:00;CALL. PALOS DE LA FRONTERA / CALL. BATALLA DEL SALADO;19;1;CENTRO;Caída;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440950;4472733;N;
2025S071907;17/06/2025;22:30:00;CALLE SIRIO, 60;60;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443605;4473419;N;
2025S071927;17/06/2025;22:22:00;PASEO. YESERIAS / CALL. MELILLA;11;2;ARGANZUELA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439654;4472359;N;
